情景,片段序号,说明,发言,目的,配图
自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。そばでは、よく知る家族もくつろいでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,同じ簡単な芸を何度も間違えながら、ペットは回を重ねるほど興奮します。家族が声をかけます。,もう一回やらせてみて。たぶん指示は全然聞いてなくて、ただ楽しいだけだよ。,抑えきれない笑い｜こらえきれない笑い：同じ間違いと高まる興奮によって、何度も笑いが戻る反応を引き出します。,illustrations/scene_015_pet_play.png
自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。そばでは、よく知る家族もくつろいでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,遊び疲れたペットはあなたの隣で眠り、おもちゃに前足を置いたままです。家族が小声で話します。,眠ってもおもちゃを離さないね。本当に君と遊ぶのが好きなんだろうね。,優しい笑顔｜慈しむ笑顔：安心した信頼と落ち着いた同伴によって、静かで持続する笑顔を引き出します。,illustrations/scene_015_pet_play.png
好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,子どもが走ってきて、作りかけの積み木を見せるためにあなたを引っ張ります。,早く見て！僕が作ったお城だよ。本物みたいに見える？,優しい笑顔｜励ます温かな笑顔：成果を共有し認めてもらおうとする子どもに対して、支える笑顔を引き出します。,illustrations/scene_016_child_play.png
好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,子どもは積み木を一つ手渡し、自分の隣の場所を指さします。,ここに座って一緒に作って。この積み木は、君だけが置いていいんだよ。,優しい笑顔｜親しみのある笑顔：直接的な誘いと信頼によって、柔らかな親近感の笑顔を引き出します。,illustrations/scene_016_child_play.png
好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,わざと積み木を間違った場所に置くと、子どもはすぐ先生のような口調になります。,違う、違う。これはここに置くの。僕が正しい作り方を教えてあげる。,喜びの笑顔｜楽しい笑顔：役割の逆転と子どもの真剣さによって、自然な喜びを引き出します。,illustrations/scene_016_child_play.png
好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,家族が手を洗うよう呼びかけると、子どもはあなたの腕を抱えて離れません。,あと五分だけ遊んで。五分だけでいいから、その後すぐ手を洗うよ。,優しい笑顔｜愛情深い笑顔：害のない甘えと愛着によって、愛情と少しの困惑を含む笑顔を引き出します。,illustrations/scene_016_child_play.png
好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,手を洗ったら続きをすると約束しても、子どもは腕を離さず、確認するように見上げます。,本当に帰らない？僕が戻ってくるまで、ここで待っててね。,優しい笑顔｜慈しむ笑顔：軽い別離不安と安心を求める気持ちによって、思いやりのある笑顔を引き出します。,illustrations/scene_016_child_play.png
好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,子どもがあなたから離れない様子を見て、家族が笑いながら説明します。,今日は誰の言うことも聞かなかったのに、今はあなたの言うことだけ聞くみたいですね。,社交的な笑顔｜照れを伴う礼儀笑い：親しい関係を人前で指摘されることで、はにかみを含む社交的笑顔を引き出します。,illustrations/scene_016_child_play.png
他人が嫌な行動をしたときの場面：架空のグループ活動で、普段ほとんど作業をしないメンバーが、発表中に何度も人の話を遮り、チームの成果を主に自分のものとして説明していると想像してください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,グループ発表で、普段ほとんど仕事をしないメンバーが他の人より先に答えます。,この部分は私が一番詳しいので、チームの代わりに私が答えます。,嘲笑的な笑い｜軽蔑を含む冷笑：実際の貢献と本人の主張の落差によって、抑えた軽蔑の笑顔を引き出します。,illustrations/scene_017_annoying_behavior.png
他人が嫌な行動をしたときの場面：架空のグループ活動で、普段ほとんど作業をしないメンバーが、発表中に何度も人の話を遮り、チームの成果を主に自分のものとして説明していると想像してください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,司会者がチームの準備を褒めると、そのメンバーがすぐに言葉を続けます。,今回ここまで準備できたのは、主に私が全員へ自分の基準を守るよう求めてきたからです。,嘲笑的な笑い｜嘲る笑顔：明らかな手柄の横取りと自己賛美によって、短い否定的な笑顔を引き出します。,illustrations/scene_017_annoying_behavior.png
他人が嫌な行動をしたときの場面：架空のグループ活動で、普段ほとんど作業をしないメンバーが、発表中に何度も人の話を遮り、チームの成果を主に自分のものとして説明していると想像してください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,あなたが話す番になると、そのメンバーが近づき、指導するような口調で助言します。,細かく説明しすぎない方がいいですよ。ここにいる人には理解できないかもしれません。,嘲笑的な笑い｜軽蔑の笑顔：根拠のない優越的な態度によって、軽蔑を含む笑顔を引き出します。,illustrations/scene_017_annoying_behavior.png
他人が嫌な行動をしたときの場面：架空のグループ活動で、普段ほとんど作業をしないメンバーが、発表中に何度も人の話を遮り、チームの成果を主に自分のものとして説明していると想像してください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,そのメンバーの担当部分に誤りが見つかると、すぐに原因を説明し始めます。,その箇所は後から誰かが変更したのでしょう。私の元の版にはありませんでした。,嘲笑的な笑い｜皮肉な笑顔：手柄は取り責任は移す二重基準によって、嘲笑的な笑顔を引き出します。,illustrations/scene_017_annoying_behavior.png
他人が嫌な行動をしたときの場面：架空のグループ活動で、普段ほとんど作業をしないメンバーが、発表中に何度も人の話を遮り、チームの成果を主に自分のものとして説明していると想像してください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,会議は続いています。実際の分担をあなたが説明すると、そのメンバーは表面上受け入れます。,分かりました。そこまで細部を説明したいなら、あなたのやり方で続けてください。,社交的な笑顔｜抑えた仕事上の笑顔：職業上の規範と衝突を抑える必要によって、本当の喜びではない礼儀笑いを引き出します。,illustrations/scene_017_annoying_behavior.png
他人が嫌な行動をしたときの場面：架空のグループ活動で、普段ほとんど作業をしないメンバーが、発表中に何度も人の話を遮り、チームの成果を主に自分のものとして説明していると想像してください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,会議後、そのメンバーは何も問題がなかったように協力関係を評価します。,今日はみんな、まずまず協力できていました。ほぼ私の期待どおりです。,嘲笑的な笑い｜冷笑：行動と自己評価の食い違いによって、距離を置く冷笑を引き出します。,illustrations/scene_017_annoying_behavior.png
他人が嫌な行動をしたときの場面：架空のグループ活動で、普段ほとんど作業をしないメンバーが、発表中に何度も人の話を遮り、チームの成果を主に自分のものとして説明していると想像してください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,席に戻ると、今後もその人と仕事を続けると分かります。相手が次の作業を伝えに来ます。,次の仕事も私たちで組みましょう。もっと私のやり方に合わせれば、あなたも楽になりますよ。,苦笑｜やるせない苦笑：嫌なやり取りを避けられないことで、疲れとやるせなさを伴う笑顔を引き出します。,illustrations/scene_017_annoying_behavior.png
害のないいたずらをする場面：軽い冗談を受け入れてくれる親しい友人の誕生日に、本当の贈り物を冷蔵庫へ隠したと想像してください。机には何重もの箱を入れ子にした偽物の贈り物があり、各層に次の手がかりがあります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,友人が来る前に、協力者と何重にもしたプレゼント箱の順番を確認します。協力者が小声で計画を確かめます。,箱の順番は全部合ってる。何も知らないふりをして、絶対に早く笑わないでね。,いたずらっぽい笑い｜計画する笑顔：害のない計画と共有する秘密によって、遊び心と計算を含む笑顔を引き出します。,illustrations/scene_018_harmless_prank.png
害のないいたずらをする場面：軽い冗談を受け入れてくれる親しい友人の誕生日に、本当の贈り物を冷蔵庫へ隠したと想像してください。机には何重もの箱を入れ子にした偽物の贈り物があり、各層に次の手がかりがあります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,友人は机の大きな箱を見て、部屋にいる全員が不自然に静かなことに気づきます。,今日はどうしてみんな静かなの？何か僕に隠してる？,いたずらっぽい笑い｜意図を隠す笑顔：知っていることを隠す葛藤によって、完全には抑えにくい笑顔を引き出します。,illustrations/scene_018_harmless_prank.png
害のないいたずらをする場面：軽い冗談を受け入れてくれる親しい友人の誕生日に、本当の贈り物を冷蔵庫へ隠したと想像してください。机には何重もの箱を入れ子にした偽物の贈り物があり、各層に次の手がかりがあります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,友人は一つ目の箱を開け、中にもう一つ箱があるのを見て、疑うようにあなたを見ます。,どうして中にまた箱があるの？まさか、これを考えたのは君じゃないよね。,いたずらっぽい笑い｜意味ありげな笑顔：相手が気づき始めても結末は知らない状況によって、情報差を含む笑顔を引き出します。,illustrations/scene_018_harmless_prank.png
害のないいたずらをする場面：軽い冗談を受け入れてくれる親しい友人の誕生日に、本当の贈り物を冷蔵庫へ隠したと想像してください。机には何重もの箱を入れ子にした偽物の贈り物があり、各層に次の手がかりがあります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,三つ目の箱を開けたところで、友人は仕掛けた人が分かったように、わざと手を止めます。,もう誰が考えたか分かったよ。今のうちに自分から白状した方がいい。,いたずらっぽい笑い｜忍び笑い：正体が明らかになりかける緊張と仲間の秘密によって、抑えた笑顔を引き出します。,illustrations/scene_018_harmless_prank.png
害のないいたずらをする場面：軽い冗談を受け入れてくれる親しい友人の誕生日に、本当の贈り物を冷蔵庫へ隠したと想像してください。机には何重もの箱を入れ子にした偽物の贈り物があり、各層に次の手がかりがあります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,最後の箱には、本当のプレゼントの場所を示す紙だけが入っています。,本当のプレゼントは、いつも食べ物を探す場所？まさか冷蔵庫に隠したの？,いたずらっぽい笑い｜種明かし直前の笑顔：結末がもうすぐ分かる期待によって、得意で遊び心のある笑顔を引き出します。,illustrations/scene_018_harmless_prank.png
害のないいたずらをする場面：軽い冗談を受け入れてくれる親しい友人の誕生日に、本当の贈り物を冷蔵庫へ隠したと想像してください。机には何重もの箱を入れ子にした偽物の贈り物があり、各層に次の手がかりがあります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,友人は冷蔵庫で本当のプレゼントを見つけ、驚きから落ち着いてみんなを見ます。,ずいぶん手の込んだことをしたね。でも、このサプライズは本当にうれしい。,喜びの笑顔｜喜びを共有する笑顔：いたずらが安全に終わり、本当の贈り物が現れることで、心からの笑顔を引き出します。,illustrations/scene_018_harmless_prank.png
害のないいたずらをする場面：軽い冗談を受け入れてくれる親しい友人の誕生日に、本当の贈り物を冷蔵庫へ隠したと想像してください。机には何重もの箱を入れ子にした偽物の贈り物があり、各層に次の手がかりがあります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,友人は箱を一つずつ開けたときの自分の反応を再現し、周りの人も思い出します。,見て、三つ目の箱では本当にこんな顔をしてた。次こそ本物だって信じてたんだよ。,抑えきれない笑い｜感染する大笑い：集団の笑いと繰り返す物まねによって、止めにくい笑いを引き出します。,illustrations/scene_018_harmless_prank.png
集まりで見知らぬ人と話す場面：友人が開いた小さな集まりに参加したと想像してください。ほとんどの人は互いに知り合いですが、あなたが知っているのは主催者だけです。親しみやすい見知らぬ人が静かな場所で話しかけてきます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,小さなパーティーで、感じの良い初対面の人が近づき、自己紹介の後、共通の知人について尋ねます。,こんにちは。主催者とは職場が同じです。あなたはどうやって知り合ったんですか？,社交的な笑顔｜礼儀笑い：安全な共通の知人の話題によって、儀礼的な笑顔を引き出します。,illustrations/scene_019_party_stranger.png
集まりで見知らぬ人と話す場面：友人が開いた小さな集まりに参加したと想像してください。ほとんどの人は互いに知り合いですが、あなたが知っているのは主催者だけです。親しみやすい見知らぬ人が静かな場所で話しかけてきます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,共通の知人について確認した後、相手は話しやすい別の話題を選びます。,ご出身はどちらですか？近くの町へ行ったことがあって、とても良い印象が残っています。,社交的な笑顔｜会話を保つ笑顔：負担の少ない個人情報の交換によって、持続する友好的な笑顔を引き出します。,illustrations/scene_019_party_stranger.png
集まりで見知らぬ人と話す場面：友人が開いた小さな集まりに参加したと想像してください。ほとんどの人は互いに知り合いですが、あなたが知っているのは主催者だけです。親しみやすい見知らぬ人が静かな場所で話しかけてきます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,相手はあなたの名前を間違えて呼び、すぐに気づいて謝ります。,すみません、今お名前を間違えてしまいました。気を悪くしないでください。,社交的な笑顔｜場を和らげる笑顔：小さな失敗と関係修復によって、相手を安心させる笑顔を引き出します。,illustrations/scene_019_party_stranger.png
集まりで見知らぬ人と話す場面：友人が開いた小さな集まりに参加したと想像してください。ほとんどの人は互いに知り合いですが、あなたが知っているのは主催者だけです。親しみやすい見知らぬ人が静かな場所で話しかけてきます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,主催者が二人の会話に気づき、冗談を言いながら近づいてきます。,もうすっかり話が合ってるみたいだね。今さら僕が改めて紹介する必要はないかな？,はにかみ笑い｜照れ笑い：第三者の好意的な含みと観察される感覚によって、控えめな笑顔を引き出します。,illustrations/scene_019_party_stranger.png
集まりで見知らぬ人と話す場面：友人が開いた小さな集まりに参加したと想像してください。ほとんどの人は互いに知り合いですが、あなたが知っているのは主催者だけです。親しみやすい見知らぬ人が静かな場所で話しかけてきます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,初対面の相手との間に短い沈黙が生まれ、相手がそれを率直に認めます。,無難な話題は、もう全部使い切ってしまいましたかね。,はにかみ笑い｜気まずい笑顔：双方が沈黙を意識することで、場を和らげる笑顔を引き出します。,illustrations/scene_019_party_stranger.png
集まりで見知らぬ人と話す場面：友人が開いた小さな集まりに参加したと想像してください。ほとんどの人は互いに知り合いですが、あなたが知っているのは主催者だけです。親しみやすい見知らぬ人が静かな場所で話しかけてきます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,二人とも同じ知名度の低い作品が好きだと分かり、相手がファンにしか分からない細部を口にします。,あなたも見たんですか？最後の、台詞がまったくない長い場面が今でも忘れられません。,喜びの笑顔｜共感する嬉しい笑顔：儀礼的な会話から本当の共通関心へ移ることで、自然な喜びを引き出します。,illustrations/scene_019_party_stranger.png
互いに好意を持つ相手と初めて二人で会う場面：何度か話したことがあり、互いに好意を感じている相手と、初めて二人だけで喫茶店にいると想像してください。会話は順調ですが、二人とも普通の友人との約束より特別だと分かっています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,相手は約束より早く来ていて、あなたを見るとすぐ立ち上がり、緊張していたことを認めます。,会ったら最初に何を言えばいいか、さっきからずっと考えていました。,はにかみ笑い｜緊張した照れ笑い：互いの緊張と期待が認められることで、控えめな笑顔を引き出します。,illustrations/scene_020_first_date.png
互いに好意を持つ相手と初めて二人で会う場面：何度か話したことがあり、互いに好意を感じている相手と、初めて二人だけで喫茶店にいると想像してください。会話は順調ですが、二人とも普通の友人との約束より特別だと分かっています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,席に着くと、相手がずっと前に何気なく話した飲み物の好みを覚えていたと分かります。,この味が好きだと言っていたのを覚えていたので、先に店員さんへ聞きました。今日はあるそうです。,優しい笑顔｜大切にされた甘い笑顔：細部を覚えてもらい気遣われることで、親しさを伴う温かな笑顔を引き出します。,illustrations/scene_020_first_date.png
互いに好意を持つ相手と初めて二人で会う場面：何度か話したことがあり、互いに好意を感じている相手と、初めて二人だけで喫茶店にいると想像してください。会話は順調ですが、二人とも普通の友人との約束より特別だと分かっています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,会話が落ち着くと、相手が真剣にあなたを見て、実際に会った感想を伝えます。,実際に会うと、メッセージで話すとき以上に安心できます。あなたが来てから緊張しなくなりました。,はにかみ笑い｜唇を結んだ笑顔：直接的な称賛と注目によって、視線をそらす控えめな笑顔を引き出します。,illustrations/scene_020_first_date.png
互いに好意を持つ相手と初めて二人で会う場面：何度か話したことがあり、互いに好意を感じている相手と、初めて二人だけで喫茶店にいると想像してください。会話は順調ですが、二人とも普通の友人との約束より特別だと分かっています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,二人が同時に紙ナプキンへ手を伸ばし、触れてから同時に手を引きます。相手が先に口を開きます。,紙ナプキンを取るタイミングまで同じなんですね。,はにかみ笑い｜気まずさと甘さのある笑顔：予想外の接触と同時の反応によって、照れと喜びの混じる笑顔を引き出します。,illustrations/scene_020_first_date.png
互いに好意を持つ相手と初めて二人で会う場面：何度か話したことがあり、互いに好意を感じている相手と、初めて二人だけで喫茶店にいると想像してください。会話は順調ですが、二人とも普通の友人との約束より特別だと分かっています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,相手は最近の重圧について話し、今日会ったことと現在の気持ちを結びつけます。,でも今日は会えて、かなり楽になりました。こんな話まで聞いてくれて、ありがとう。,優しい笑顔｜思いやりのある笑顔：感情を打ち明けられ信頼されることで、思いやりのある笑顔を引き出します。,illustrations/scene_020_first_date.png
互いに好意を持つ相手と初めて二人で会う場面：何度か話したことがあり、互いに好意を感じている相手と、初めて二人だけで喫茶店にいると想像してください。会話は順調ですが、二人とも普通の友人との約束より特別だと分かっています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,帰る準備をしていると、相手はすぐに別れを告げず、次の予定を慎重に提案します。,来週、別のお店にも一緒に行きませんか？もう少しあなたと話したいです。,喜びの笑顔｜期待を伴う嬉しい笑顔：関係が前向きに続くことで、自然で明るい笑顔を引き出します。,illustrations/scene_020_first_date.png
正体を隠すボードゲームの場面：金銭の関わらない正体隠匿ゲームを親しい友人と遊んでいると想像してください。自分は正体を隠す役を引き、ルール上、相手を惑わせたり推理したりできます。全員が対立を遊びとして楽しんでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,自分の正体カードを見て伏せると、友人がすぐにあなたの反応を観察します。,カードを見た後、どうして急に静かになったの？その役、何か怪しいと思う。,いたずらっぽい笑い｜意図を隠す笑顔：秘密の情報を持ちながら自分を制御することで、意味を読み取りにくい笑顔を引き出します。,illustrations/scene_021_hidden_role_game.png
正体を隠すボードゲームの場面：金銭の関わらない正体隠匿ゲームを親しい友人と遊んでいると想像してください。自分は正体を隠す役を引き、ルール上、相手を惑わせたり推理したりできます。全員が対立を遊びとして楽しんでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,友人はさらにあなたを見つめ、先ほど気づいた変化を直接指摘します。,カードを見たときに表情が変わったよ。もうごまかさないで、すでに疑ってるから。,いたずらっぽい笑い｜疑いに応じる笑顔：秘密を守りながら探られることで、機敏で遊び心のある笑顔を引き出します。,illustrations/scene_021_hidden_role_game.png
正体を隠すボードゲームの場面：金銭の関わらない正体隠匿ゲームを親しい友人と遊んでいると想像してください。自分は正体を隠す役を引き、ルール上、相手を惑わせたり推理したりできます。全員が対立を遊びとして楽しんでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,議論を別のプレイヤーへ向けることに成功し、その人が真剣に反論し始めます。,どうして急にみんな僕を疑うの？最初に話題をそらした人の方がずっと怪しいよ。,いたずらっぽい笑い｜戦略的な笑顔：作戦が一時的に成功することで、抑えた満足の笑顔を引き出します。,illustrations/scene_021_hidden_role_game.png
正体を隠すボードゲームの場面：金銭の関わらない正体隠匿ゲームを親しい友人と遊んでいると想像してください。自分は正体を隠す役を引き、ルール上、相手を惑わせたり推理したりできます。全員が対立を遊びとして楽しんでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,同じ陣営のプレイヤーが真実に近いことを言いかけ、あなたと一瞬目を合わせてから取り繕います。,今のは適当に言っただけだよ。その一言だけで僕たち二人を結びつけないで。,いたずらっぽい笑い｜通じ合う忍び笑い：共有する秘密が明らかになりかけることで、短く抑えた笑顔を引き出します。,illustrations/scene_021_hidden_role_game.png
正体を隠すボードゲームの場面：金銭の関わらない正体隠匿ゲームを親しい友人と遊んでいると想像してください。自分は正体を隠す役を引き、ルール上、相手を惑わせたり推理したりできます。全員が対立を遊びとして楽しんでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,普段推理が得意な友人が長く説明した後、完全に誤った結論へたどり着きます。,もう答えは明らかだよ。一番怪しいのは君ではなく、絶対にあの人だ。,社交的な笑顔｜ゲームを保つ笑顔：誤った推理を明かさず雰囲気を保つことで、統制された笑顔を引き出します。,illustrations/scene_021_hidden_role_game.png
正体を隠すボードゲームの場面：金銭の関わらない正体隠匿ゲームを親しい友人と遊んでいると想像してください。自分は正体を隠す役を引き、ルール上、相手を惑わせたり推理したりできます。全員が対立を遊びとして楽しんでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,正体が公開され、友人はあなたが最初のラウンドから全員を誘導していたと知ります。,やっぱり君だったのか！最初からずっと、みんな君の誘導に乗ってたよ。,喜びの笑顔｜得意な嬉しい笑顔：戦略の成功と安全な種明かしによって、はっきりした喜びを引き出します。,illustrations/scene_021_hidden_role_game.png
正体を隠すボードゲームの場面：金銭の関わらない正体隠匿ゲームを親しい友人と遊んでいると想像してください。自分は正体を隠す役を引き、ルール上、相手を惑わせたり推理したりできます。全員が対立を遊びとして楽しんでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,友人があなたの怪しい発言を一つずつつなぎ直し、他の人も振り返りに加わります。,今考えると、どの発言も怪しかったのに、どうしてあのとき全員信じたんだろう。,抑えきれない笑い｜集団の大笑い：後からの振り返りと笑いの感染によって、抑えにくい笑いを引き出します。,illustrations/scene_021_hidden_role_game.png
喜劇のNG映像を見て説明する場面：親しい友人と、誰かを傷つける内容ではない撮影のNG映像を見ていると想像してください。俳優は簡単なまじめな台詞を言う必要がありますが、言い間違い、小道具、笑いの連鎖で何度も失敗します。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,撮影の舞台裏で、俳優が真面目な台詞の重要な言葉を逆に言いますが、そのまま演技を続けようとします。,夜が明ける前に撤退しないと。違う、撤退する前に夜が明けないと。,喜びの笑顔｜軽い笑顔：明確で害のない小さな失敗によって、自然な楽しさを引き出します。,illustrations/scene_022_comedy_bloopers.png
喜劇のNG映像を見て説明する場面：親しい友人と、誰かを傷つける内容ではない撮影のNG映像を見ていると想像してください。俳優は簡単なまじめな台詞を言う必要がありますが、言い間違い、小道具、笑いの連鎖で何度も失敗します。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,監督が撮り直しを求めると、俳優は今度こそ間違えないと真剣に約束します。,今度は絶対に間違えません。撤退する前に……駄目だ、また逆に言った。,抑えきれない笑い｜突然の大笑い：宣言と直後の失敗の対比によって、急に生じる笑いを引き出します。,illustrations/scene_022_comedy_bloopers.png
喜劇のNG映像を見て説明する場面：親しい友人と、誰かを傷つける内容ではない撮影のNG映像を見ていると想像してください。俳優は簡単なまじめな台詞を言う必要がありますが、言い間違い、小道具、笑いの連鎖で何度も失敗します。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,俳優自身が笑って話せなくなり、共演者もつられて笑い始めます。,こっちを見ないで。目が合うと、最初の一文字も言えなくなる。,抑えきれない笑い｜感染する大笑い：他人の自然な笑いによって、持続する笑いを引き出します。,illustrations/scene_022_comedy_bloopers.png
喜劇のNG映像を見て説明する場面：親しい友人と、誰かを傷つける内容ではない撮影のNG映像を見ていると想像してください。俳優は簡単なまじめな台詞を言う必要がありますが、言い間違い、小道具、笑いの連鎖で何度も失敗します。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,三回目の撮影前、全員が真剣な表情を保とうとし、監督がもう一度指示します。,全員こらえて。この回は誰も笑わず、一度で最後まで撮ります。,抑えきれない笑い｜期待による笑い：同じ笑いが起きる予感によって、出来事の前から笑いを引き出します。,illustrations/scene_022_comedy_bloopers.png
喜劇のNG映像を見て説明する場面：親しい友人と、誰かを傷つける内容ではない撮影のNG映像を見ていると想像してください。俳優は簡単なまじめな台詞を言う必要がありますが、言い間違い、小道具、笑いの連鎖で何度も失敗します。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,友人が動画を一時停止し、真面目な口調で笑いの理由を説明するよう求めます。,では、まったく笑わずに、今のどこが面白かったのか真剣に説明してください。,抑えきれない笑い｜こらえきれない笑い：制御を求められても高揚が残ることで、何度も笑いが戻る反応を引き出します。,illustrations/scene_022_comedy_bloopers.png
喜劇のNG映像を見て説明する場面：親しい友人と、誰かを傷つける内容ではない撮影のNG映像を見ていると想像してください。俳優は簡単なまじめな台詞を言う必要がありますが、言い間違い、小道具、笑いの連鎖で何度も失敗します。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,ようやく落ち着いた直後、友人が突然、俳優の間違った言い方をまねします。,撤退する前に夜が明けないと。今度は正しく言えたよね？,抑えきれない笑い｜再び起きる大笑い：その場で笑いを再現されることで、もう一度強い笑いを引き出します。,illustrations/scene_022_comedy_bloopers.png
喜劇のNG映像を見て説明する場面：親しい友人と、誰かを傷つける内容ではない撮影のNG映像を見ていると想像してください。俳優は簡単なまじめな台詞を言う必要がありますが、言い間違い、小道具、笑いの連鎖で何度も失敗します。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,最後の撮影で俳優は台詞を正しく言えましたが、背景の小道具がゆっくり倒れます。監督が反応します。,やっと台詞は合ったのに、後ろの小道具はどうして勝手に倒れたんだ？,抑えきれない笑い｜続く大笑い：成功の直前に新しい出来事が加わることで、強く続く笑いを引き出します。,illustrations/scene_022_comedy_bloopers.png
喜劇のNG映像を見て説明する場面：親しい友人と、誰かを傷つける内容ではない撮影のNG映像を見ていると想像してください。俳優は簡単なまじめな台詞を言う必要がありますが、言い間違い、小道具、笑いの連鎖で何度も失敗します。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,8,動画が終わって部屋は静かになりましたが、友人はあなたと目が合うたびに先ほどの台詞を思い出します。,もうあの台詞さえ言わなければ、今度こそ笑うのを止められると思う。,社交的な笑顔｜共有する余韻の笑顔：共通の記憶と視線によって、穏やかに繰り返す笑顔を引き出します。,illustrations/scene_022_comedy_bloopers.png
