情景,片段序号,说明,发言,目的,配图
进行无害的恶作剧：请想象你为一位关系很好、能接受轻松玩笑的朋友准备生日礼物。你把真正礼物藏在冰箱里，桌上只放一个套了很多层盒子的假礼物，每层都有下一步提示。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,朋友拆到第三层后故意停下，像是已经找到幕后策划者。,我已经知道是谁想的了，你现在最好自己承认。,狡黠型笑｜窃笑：利用身份接近暴露和同伴默契，诱发压低、偷乐式笑。,illustrations/scene_018_harmless_prank.png
进行无害的恶作剧：请想象你为一位关系很好、能接受轻松玩笑的朋友准备生日礼物。你把真正礼物藏在冰箱里，桌上只放一个套了很多层盒子的假礼物，每层都有下一步提示。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,朋友打开最后一层，只看到一张指向真正礼物的提示纸。,真正的礼物在我最常找吃的地方？你们不会把它藏进冰箱了吧。,狡黠型笑｜揭晓前坏笑：利用结局即将被发现，诱发得意、期待的坏笑。,illustrations/scene_018_harmless_prank.png
进行无害的恶作剧：请想象你为一位关系很好、能接受轻松玩笑的朋友准备生日礼物。你把真正礼物藏在冰箱里，桌上只放一个套了很多层盒子的假礼物，每层都有下一步提示。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,朋友在冰箱里找到真正的礼物，从惊讶中反应过来后看向你们。,你们也太麻烦了吧，不过这个惊喜我真的很喜欢。,愉悦型笑｜共享开心笑：利用恶作剧安全落地和真实礼物揭晓，诱发真心笑。,illustrations/scene_018_harmless_prank.png
进行无害的恶作剧：请想象你为一位关系很好、能接受轻松玩笑的朋友准备生日礼物。你把真正礼物藏在冰箱里，桌上只放一个套了很多层盒子的假礼物，每层都有下一步提示。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,朋友开始模仿自己刚才每拆开一层时的表情，其他人也跟着回忆。,你们看，我拆到第三层的时候就是这样，还以为下一层总该是真的了。,失控型笑｜感染性爆笑：利用群体笑声和重复模仿，诱发难以停止的笑。,illustrations/scene_018_harmless_prank.png
聚会上与陌生人交谈：请想象你参加一位朋友组织的小型聚会。现场大多数人彼此认识，你只认识主人。一位态度友好的陌生人拿着饮料走过来，在不拥挤的角落主动与你聊天。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,小型聚会上，一位态度友好的陌生人走到你身边，先做了简单自我介绍。,你好，我是聚会主人的同事。你们是怎么认识的？,社交型笑｜礼貌笑：利用安全的共同联系人话题，诱发礼节性笑。,illustrations/scene_019_party_stranger.png
聚会上与陌生人交谈：请想象你参加一位朋友组织的小型聚会。现场大多数人彼此认识，你只认识主人。一位态度友好的陌生人拿着饮料走过来，在不拥挤的角落主动与你聊天。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,确认了共同联系人后，对方继续选择一个低风险的话题与你交谈。,你是哪里人？我以前去过附近的城市，那里给我的印象很好。,社交型笑｜维持性社交笑：利用低风险个人信息交换，诱发持续、友好的笑。,illustrations/scene_019_party_stranger.png
聚会上与陌生人交谈：请想象你参加一位朋友组织的小型聚会。现场大多数人彼此认识，你只认识主人。一位态度友好的陌生人拿着饮料走过来，在不拥挤的角落主动与你聊天。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,对方刚叫错你的名字，自己马上察觉并停下来道歉。,对不起，我刚才把你的名字记错了，希望你别介意。,社交型笑｜缓和笑：利用轻微失误和关系修复，诱发安抚性笑。,illustrations/scene_019_party_stranger.png
聚会上与陌生人交谈：请想象你参加一位朋友组织的小型聚会。现场大多数人彼此认识，你只认识主人。一位态度友好的陌生人拿着饮料走过来，在不拥挤的角落主动与你聊天。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,聚会主人从远处看见你们聊得不错，走近后用带玩笑的语气插话。,看来你们已经聊熟了，我是不是完全不用再替你们介绍了？,羞涩型笑｜腼腆笑：利用第三人的善意暗示和被观察感，诱发克制笑。,illustrations/scene_019_party_stranger.png
聚会上与陌生人交谈：请想象你参加一位朋友组织的小型聚会。现场大多数人彼此认识，你只认识主人。一位态度友好的陌生人拿着饮料走过来，在不拥挤的角落主动与你聊天。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,你和陌生人之间出现一阵短暂冷场，对方主动承认这个停顿。,我们是不是已经把最安全的话题都聊完了？,羞涩型笑｜尴尬笑：利用双方都意识到停顿，诱发缓解气氛的尴尬笑。,illustrations/scene_019_party_stranger.png
聚会上与陌生人交谈：请想象你参加一位朋友组织的小型聚会。现场大多数人彼此认识，你只认识主人。一位态度友好的陌生人拿着饮料走过来，在不拥挤的角落主动与你聊天。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,继续交谈后，你们意外发现都喜欢同一部冷门作品，对方立刻说出一个细节。,你也看过那一部吗？我一直记得最后那段没有对白的长镜头。,愉悦型笑｜共鸣开心笑：利用从客套到真实共同兴趣的转变，诱发自然愉悦。,illustrations/scene_019_party_stranger.png
第一次与互有好感的人单独见面：请想象你和一位已经聊过几次、彼此都有好感的人第一次单独在咖啡店见面。环境安静，谈话总体顺利，但双方都知道这次见面比普通朋友更特别。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,对方比约定时间早到，看见你进门后马上站起来，坦白自己刚才有些紧张。,我刚才一直在想见到你以后第一句话应该说什么。,羞涩型笑｜紧张腼腆笑：利用双方承认紧张和关系期待，诱发克制笑。,illustrations/scene_020_first_date.png
第一次与互有好感的人单独见面：请想象你和一位已经聊过几次、彼此都有好感的人第一次单独在咖啡店见面。环境安静，谈话总体顺利，但双方都知道这次见面比普通朋友更特别。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,落座后，你发现对方记得自己很久以前随口提过的饮料偏好。,我记得你说过喜欢这种口味，所以刚才特意问了店员，今天正好有。,温柔型笑｜被在意的甜笑：利用细节被记住和体贴，诱发亲近、温柔的笑。,illustrations/scene_020_first_date.png
第一次与互有好感的人单独见面：请想象你和一位已经聊过几次、彼此都有好感的人第一次单独在咖啡店见面。环境安静，谈话总体顺利，但双方都知道这次见面比普通朋友更特别。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,谈话逐渐放松，对方认真看着你，说出对这次见面的真实感受。,你本人比聊天的时候更容易让人放松，我见到你以后就没那么紧张了。,羞涩型笑｜抿嘴笑：利用直接赞美和目光关注，诱发闭唇、回避式笑。,illustrations/scene_020_first_date.png
第一次与互有好感的人单独见面：请想象你和一位已经聊过几次、彼此都有好感的人第一次单独在咖啡店见面。环境安静，谈话总体顺利，但双方都知道这次见面比普通朋友更特别。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,你们同时伸手去拿桌上的纸巾，手碰到一起后又同时缩回。对方先开口缓和。,看来我们两个连拿纸巾的时机都一样。,羞涩型笑｜尴尬甜笑：利用轻微身体接触和同步反应，诱发害羞与愉悦混合的笑。,illustrations/scene_020_first_date.png
第一次与互有好感的人单独见面：请想象你和一位已经聊过几次、彼此都有好感的人第一次单独在咖啡店见面。环境安静，谈话总体顺利，但双方都知道这次见面比普通朋友更特别。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,对方谈到最近压力很大，随后把今天的见面和自己的心情联系起来。,不过今天见到你以后感觉好多了，谢谢你愿意听我说这些。,温柔型笑｜关怀暖笑：利用情绪自我披露和关系信任，诱发关怀性笑。,illustrations/scene_020_first_date.png
第一次与互有好感的人单独见面：请想象你和一位已经聊过几次、彼此都有好感的人第一次单独在咖啡店见面。环境安静，谈话总体顺利，但双方都知道这次见面比普通朋友更特别。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,准备离开时，对方没有立刻道别，而是试探着提出下一次见面。,下周你愿不愿意再和我去另一家店？我还想继续和你聊天。,愉悦型笑｜期待开心笑：利用关系得到积极延续，诱发自然、明亮的笑。,illustrations/scene_020_first_date.png
隐藏身份桌游：请想象你和熟悉的朋友玩一局没有金钱利益的隐藏身份桌游。你抽到需要隐瞒身份的角色，规则允许误导和推理，所有人都把对抗视为游戏。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,你看完自己的隐藏身份牌并把它扣回桌面。一位朋友立刻观察你的反应。,你看完牌怎么突然这么安静？我觉得你的身份一定有问题。,狡黠型笑｜隐藏意图的笑：利用秘密角色和自我控制，诱发含蓄、难以解读的笑。,illustrations/scene_021_hidden_role_game.png
隐藏身份桌游：请想象你和熟悉的朋友玩一局没有金钱利益的隐藏身份桌游。你抽到需要隐瞒身份的角色，规则允许误导和推理，所有人都把对抗视为游戏。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,朋友继续盯着你，并直接指出自己刚才观察到的细节。,你刚才看牌的时候表情不对，别装了，我已经开始怀疑你了。,狡黠型笑｜应对试探的坏笑：利用秘密被试探和反向误导，诱发机敏、调皮的笑。,illustrations/scene_021_hidden_role_game.png
隐藏身份桌游：请想象你和熟悉的朋友玩一局没有金钱利益的隐藏身份桌游。你抽到需要隐瞒身份的角色，规则允许误导和推理，所有人都把对抗视为游戏。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,你成功把讨论方向引向另一位玩家，那名玩家开始认真为自己辩解。,为什么突然都怀疑我？明明最早带节奏的人才最可疑。,狡黠型笑｜算计式笑：利用策略暂时奏效，诱发克制的得意笑。,illustrations/scene_021_hidden_role_game.png
隐藏身份桌游：请想象你和熟悉的朋友玩一局没有金钱利益的隐藏身份桌游。你抽到需要隐瞒身份的角色，规则允许误导和推理，所有人都把对抗视为游戏。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,同阵营玩家差点说出接近真相的话，与你迅速对视后立即补救。,我刚才只是随便猜的，你们别因为一句话就把我们联系在一起。,狡黠型笑｜会意窃笑：利用共同秘密和差点暴露，诱发短促窃笑。,illustrations/scene_021_hidden_role_game.png
隐藏身份桌游：请想象你和熟悉的朋友玩一局没有金钱利益的隐藏身份桌游。你抽到需要隐瞒身份的角色，规则允许误导和推理，所有人都把对抗视为游戏。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,一位平时很会推理的朋友总结了很长一段，却得出完全错误的结论。,所以真相已经很明显了，最值得怀疑的人绝对不是你，而是他。,社交型笑｜游戏中的配合笑：利用不戳破错误推理和维持游戏氛围，诱发受控笑。,illustrations/scene_021_hidden_role_game.png
隐藏身份桌游：请想象你和熟悉的朋友玩一局没有金钱利益的隐藏身份桌游。你抽到需要隐瞒身份的角色，规则允许误导和推理，所有人都把对抗视为游戏。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,身份揭晓后，朋友终于发现你从第一轮开始就在误导所有人。,原来真的是你！我们居然从第一轮开始就一直被你带着走。,愉悦型笑｜得意开心笑：利用策略成功和安全揭晓，诱发外显愉悦。,illustrations/scene_021_hidden_role_game.png
隐藏身份桌游：请想象你和熟悉的朋友玩一局没有金钱利益的隐藏身份桌游。你抽到需要隐瞒身份的角色，规则允许误导和推理，所有人都把对抗视为游戏。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,朋友开始把你刚才每一句可疑发言重新串起来，其他人也加入复盘。,现在回头看，你每一句话都很可疑，我们当时怎么会全部相信你？,失控型笑｜群体爆笑：利用事后复盘和笑声感染，诱发难以控制的大笑。,illustrations/scene_021_hidden_role_game.png
观看并复述喜剧花絮：请想象你和熟悉的朋友一起看一段不包含羞辱或群体攻击的拍摄花絮。演员要说一句很简单的严肃台词，却连续因为口误、道具和彼此笑场而失败。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,花絮中，演员第一次把一句严肃台词的关键词说反，却仍努力继续表演。,我们必须在天亮以前撤退，不对，是在撤退以前天亮。,愉悦型笑｜轻松笑：利用清晰、无害的小失误，诱发自然愉悦。,illustrations/scene_022_comedy_bloopers.png
观看并复述喜剧花絮：请想象你和熟悉的朋友一起看一段不包含羞辱或群体攻击的拍摄花絮。演员要说一句很简单的严肃台词，却连续因为口误、道具和彼此笑场而失败。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,导演要求重新拍摄，演员先认真保证这一次不会再出错。,这次我一定不会说错，我们必须在撤退以前……完了，我又说反了。,失控型笑｜突然爆笑：利用快速反转，诱发爆发性大笑。,illustrations/scene_022_comedy_bloopers.png
观看并复述喜剧花絮：请想象你和熟悉的朋友一起看一段不包含羞辱或群体攻击的拍摄花絮。演员要说一句很简单的严肃台词，却连续因为口误、道具和彼此笑场而失败。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,演员自己已经笑到说不出话，旁边搭戏的人也被感染。,你先别看我，你一看我，我就连第一个字都说不出来了。,失控型笑｜感染性大笑：利用他人真实笑声的传染，诱发持续大笑。,illustrations/scene_022_comedy_bloopers.png
观看并复述喜剧花絮：请想象你和熟悉的朋友一起看一段不包含羞辱或群体攻击的拍摄花絮。演员要说一句很简单的严肃台词，却连续因为口误、道具和彼此笑场而失败。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,第三次重拍前，现场所有人都努力保持严肃，导演再次发出指令。,所有人忍住，这一条谁都不许笑，我们争取一次通过。,失控型笑｜期待性爆笑：利用对重复笑点的预期，诱发尚未发生就难抑制的笑。,illustrations/scene_022_comedy_bloopers.png
观看并复述喜剧花絮：请想象你和熟悉的朋友一起看一段不包含羞辱或群体攻击的拍摄花絮。演员要说一句很简单的严肃台词，却连续因为口误、道具和彼此笑场而失败。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,朋友按下暂停，故意要求你用严肃的语气分析刚才的笑点。,现在请你完全不要笑，认真解释一下刚才到底哪里好笑。,失控型笑｜抑制失败笑：利用明确控制要求与残余高唤醒冲突，诱发反复破功。,illustrations/scene_022_comedy_bloopers.png
观看并复述喜剧花絮：请想象你和熟悉的朋友一起看一段不包含羞辱或群体攻击的拍摄花絮。演员要说一句很简单的严肃台词，却连续因为口误、道具和彼此笑场而失败。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,你刚勉强恢复平静，朋友突然模仿演员刚才说反的台词。,我们必须在撤退以前天亮，我这次应该没有说错吧？,失控型笑｜二次爆笑：利用即时重现和熟人模仿，诱发再次爆发。,illustrations/scene_022_comedy_bloopers.png
观看并复述喜剧花絮：请想象你和熟悉的朋友一起看一段不包含羞辱或群体攻击的拍摄花絮。演员要说一句很简单的严肃台词，却连续因为口误、道具和彼此笑场而失败。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,最后一次拍摄中，演员终于说对台词，背景里的道具却慢慢倒下。导演无奈地开口。,台词终于对了，可是后面的道具为什么自己倒了？,失控型笑｜连续爆笑：利用成功在即又被新事件打断，诱发高强度连续笑。,illustrations/scene_022_comedy_bloopers.png
观看并复述喜剧花絮：请想象你和熟悉的朋友一起看一段不包含羞辱或群体攻击的拍摄花絮。演员要说一句很简单的严肃台词，却连续因为口误、道具和彼此笑场而失败。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,8,视频结束后，房间重新安静下来。朋友只要与你对视，就会想起刚才的发音。,你现在只要别再说那句台词，我就有可能真的停下来。,社交型笑｜共享余波笑：利用共同记忆和目光互动，诱发低强度、反复的共享笑。,illustrations/scene_022_comedy_bloopers.png
团队项目失败后的收尾：请想象你和几位关系不错的同事准备了数周的提案，最终没有被选中。结果公布后，团队仍需参加简短的总结会，并与入选团队在同一空间里交流。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,结果页面已经加载完成，你们的团队名称没有出现在入选名单上。负责人确认了结果。,名单已经全部公布了，我们这次没有被选中。,苦涩型笑｜失落苦笑：利用投入与结果不匹配，诱发带失望的苦笑。,illustrations/scene_023_project_setback.png
团队项目失败后的收尾：请想象你和几位关系不错的同事准备了数周的提案，最终没有被选中。结果公布后，团队仍需参加简短的总结会，并与入选团队在同一空间里交流。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,团队成员沉默下来，负责人尝试用事实安慰大家。,至少我们已经把能做的都做了，大家这段时间真的很辛苦。,苦涩型笑｜无奈笑：利用事实正确但无法消除失落的安慰，诱发无奈笑。,illustrations/scene_023_project_setback.png
团队项目失败后的收尾：请想象你和几位关系不错的同事准备了数周的提案，最终没有被选中。结果公布后，团队仍需参加简短的总结会，并与入选团队在同一空间里交流。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,入选团队的一位熟人走过来与你握手，主动表达对你们工作的认可。,我很佩服你们这次的准备，希望以后有机会和你们合作。,社交型笑｜职业祝贺笑：利用公平礼仪和真实失落并存，诱发礼貌、克制的笑。,illustrations/scene_023_project_setback.png
团队项目失败后的收尾：请想象你和几位关系不错的同事准备了数周的提案，最终没有被选中。结果公布后，团队仍需参加简短的总结会，并与入选团队在同一空间里交流。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,一位队友认为是自己的环节拖累了整个团队，开始反复自责。,如果我那部分做得更好一点，也许大家就不会一起落选了。,温柔型笑｜支持暖笑：利用同伴需要安抚和共同承担，诱发温和、支持性的笑。,illustrations/scene_023_project_setback.png
团队项目失败后的收尾：请想象你和几位关系不错的同事准备了数周的提案，最终没有被选中。结果公布后，团队仍需参加简短的总结会，并与入选团队在同一空间里交流。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,整理材料时，大家翻到最初版本，想起当时对结果非常乐观。队友低声感叹。,那时候我们真的觉得这个方案一定会被选中。,苦涩型笑｜心酸笑：利用过去期待与当前结果的对照，诱发心酸笑。,illustrations/scene_023_project_setback.png
团队项目失败后的收尾：请想象你和几位关系不错的同事准备了数周的提案，最终没有被选中。结果公布后，团队仍需参加简短的总结会，并与入选团队在同一空间里交流。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,负责人认为现有材料仍有价值，提出下一步可以继续使用。,这套材料不会白费，我们修改以后还可以投下一个机会。,愉悦型笑｜希望微笑：利用价值未完全丧失和未来可行性，诱发低强度希望笑。,illustrations/scene_023_project_setback.png
团队项目失败后的收尾：请想象你和几位关系不错的同事准备了数周的提案，最终没有被选中。结果公布后，团队仍需参加简短的总结会，并与入选团队在同一空间里交流。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,离开前，团队决定暂时停止复盘，一起去吃饭。,今天先别再讨论哪里做错了，我们去吃点东西，让这一天先结束吧。,苦涩型笑｜强颜后的释然笑：利用共同失落和暂时放下，诱发苦涩但放松的笑。,illustrations/scene_023_project_setback.png
面对爱炫耀又爱找借口的同事：请想象午休时，一位同事不断夸大自己的能力，声称团队离不开他。周围人知道他刚在一个简单任务上出错，但暂时不想把午餐变成争论。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,午休时，这名同事开始夸大自己的能力，并等待周围人认同。,我做任何项目都从来不需要别人提醒，团队基本上离不开我。,讥讽型笑｜不屑一笑：利用夸张自我评价与已知事实的冲突，诱发不屑笑。,illustrations/scene_024_boastful_colleague.png
面对爱炫耀又爱找借口的同事：请想象午休时，一位同事不断夸大自己的能力，声称团队离不开他。周围人知道他刚在一个简单任务上出错，但暂时不想把午餐变成争论。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,有人提到他上午漏交文件，他立即把原因归结到外部系统。,那是系统太落后，不是我的问题，换个正常系统早就提交成功了。,讥讽型笑｜嗤笑：利用明显的责任外推，诱发短促否定性笑。,illustrations/scene_024_boastful_colleague.png
面对爱炫耀又爱找借口的同事：请想象午休时，一位同事不断夸大自己的能力，声称团队离不开他。周围人知道他刚在一个简单任务上出错，但暂时不想把午餐变成争论。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,他声称真正厉害的人不需要遵守流程，随后直接询问你的意见。,真正有能力的人根本不需要遵守那些死板流程，你是不是也这么认为？,社交型笑｜应付式礼貌笑：利用直接拉拢和避免冲突，诱发非真实愉悦的笑。,illustrations/scene_024_boastful_colleague.png
面对爱炫耀又爱找借口的同事：请想象午休时，一位同事不断夸大自己的能力，声称团队离不开他。周围人知道他刚在一个简单任务上出错，但暂时不想把午餐变成争论。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,说完自己的失误后，他转而批评另一位迟交材料的同事。,他连材料都不能按时交，说明这个人的职业素养真的有问题。,讥讽型笑｜冷笑：利用对自己宽松、对别人苛刻的双重标准，诱发冷笑。,illustrations/scene_024_boastful_colleague.png
面对爱炫耀又爱找借口的同事：请想象午休时，一位同事不断夸大自己的能力，声称团队离不开他。周围人知道他刚在一个简单任务上出错，但暂时不想把午餐变成争论。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,有人提醒他刚才才说流程并不重要，他停顿片刻后为自己开脱。,我的情况不一样，我是因为系统有问题，他就是单纯没有能力。,讥讽型笑｜讥笑：利用逻辑被揭穿后的强行自我开脱，诱发嘲弄性笑。,illustrations/scene_024_boastful_colleague.png
面对爱炫耀又爱找借口的同事：请想象午休时，一位同事不断夸大自己的能力，声称团队离不开他。周围人知道他刚在一个简单任务上出错，但暂时不想把午餐变成争论。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,他开始讲述自己如何在项目中力挽狂澜，但细节与你亲眼见到的情况明显不同。,当时如果不是我一个人把局面救回来，那个项目最后肯定会彻底失败。,讥讽型笑｜轻蔑笑：利用对功劳的重新包装，诱发轻蔑、否定性的笑。,illustrations/scene_024_boastful_colleague.png
面对爱炫耀又爱找借口的同事：请想象午休时，一位同事不断夸大自己的能力，声称团队离不开他。周围人知道他刚在一个简单任务上出错，但暂时不想把午餐变成争论。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,午休结束，他准备离开时拍了拍你的肩膀。,以后多和我合作，你能从我这里学到很多东西。,社交型笑｜职业结束笑：利用尽快结束互动和保持表面关系，诱发程式化笑。,illustrations/scene_024_boastful_colleague.png
面对爱炫耀又爱找借口的同事：请想象午休时，一位同事不断夸大自己的能力，声称团队离不开他。周围人知道他刚在一个简单任务上出错，但暂时不想把午餐变成争论。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,8,回到座位后，你发现下午仍要与他合作。他很快发来新的工作安排。,下午这项任务还是我们两个一起做，你就按照我说的步骤来。,苦涩型笑｜无奈苦笑：利用不喜欢互动却无法回避，诱发疲惫、无奈的笑。,illustrations/scene_024_boastful_colleague.png
误以为手机丢失后又找到：请想象你在咖啡店准备离开时，摸遍口袋和桌面都找不到手机。手机里有重要资料，你一时想不起最后一次使用是在店里还是路上。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,你已经检查桌面、外套和包的常用口袋，仍然找不到手机。同行的朋友注意到你越来越着急。,你先别急，再想想最后一次拿出手机是在店里还是在路上。,苦涩型笑｜紧张苦笑：利用重要物品可能遗失和记忆不确定，诱发紧张、勉强的笑。,illustrations/scene_025_phone_found.png
误以为手机丢失后又找到：请想象你在咖啡店准备离开时，摸遍口袋和桌面都找不到手机。手机里有重要资料，你一时想不起最后一次使用是在店里还是路上。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,你回到柜台询问是否有人捡到手机，后面还有顾客等待。店员礼貌回应。,暂时没有人交来手机，不过我可以帮您问一下其他店员。,社交型笑｜歉意礼貌笑：利用需要陌生人协助和占用时间的顾虑，诱发社交性笑。,illustrations/scene_025_phone_found.png
误以为手机丢失后又找到：请想象你在咖啡店准备离开时，摸遍口袋和桌面都找不到手机。手机里有重要资料，你一时想不起最后一次使用是在店里还是路上。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,店员仍然没有找到，朋友提出拨打你的号码确认位置。,我现在给你的手机打电话，你先仔细听听附近有没有声音。,苦涩型笑｜无奈苦笑：利用最后简单办法也未立即奏效，诱发无奈笑。,illustrations/scene_025_phone_found.png
误以为手机丢失后又找到：请想象你在咖啡店准备离开时，摸遍口袋和桌面都找不到手机。手机里有重要资料，你一时想不起最后一次使用是在店里还是路上。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,周围安静下来后，你忽然听见包底传出很轻的振动声。朋友也听见了。,等一下，声音好像就是从你的包里面传出来的。,愉悦型笑｜惊喜释然笑：利用威胁突然解除，诱发迅速、明显的笑。,illustrations/scene_025_phone_found.png
误以为手机丢失后又找到：请想象你在咖啡店准备离开时，摸遍口袋和桌面都找不到手机。手机里有重要资料，你一时想不起最后一次使用是在店里还是路上。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,你从一个平时几乎不用的夹层拿出手机，想起是自己为了安全特意放进去的。朋友看着你。,所以你为了防止手机丢掉，特意把它藏到了连自己都找不到的地方？,失控型笑｜自嘲爆笑：利用紧张解除与自我矛盾形成反差，诱发突然笑出声。,illustrations/scene_025_phone_found.png
误以为手机丢失后又找到：请想象你在咖啡店准备离开时，摸遍口袋和桌面都找不到手机。手机里有重要资料，你一时想不起最后一次使用是在店里还是路上。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,电话接通后，朋友听见你在笑，继续追问手机的位置。,所以手机到底在哪里？你别告诉我它一直都在你自己的包里。,失控型笑｜抑制失败笑：利用复述荒唐过程重新激活笑意，诱发反复破功。,illustrations/scene_025_phone_found.png
误以为手机丢失后又找到：请想象你在咖啡店准备离开时，摸遍口袋和桌面都找不到手机。手机里有重要资料，你一时想不起最后一次使用是在店里还是路上。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,你向店员道谢并为刚才的打扰道歉，店员也松了一口气。,找到就好，我刚才也有点担心，您不用为这件事道歉。,愉悦型笑｜轻松感谢笑：利用问题解决和他人善意回应，诱发轻松、真诚的笑。,illustrations/scene_025_phone_found.png
为朋友准备秘密惊喜聚会：请想象你与几位朋友借用一间熟悉的房间，为一位即将到来的好友准备小型生日惊喜。对方只以为你们要普通吃饭，并已经发消息说快到门口。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,你们关掉灯并站好位置，门外已经传来朋友找钥匙的声音。同伴压低声音提醒大家。,他已经到门口了，所有人先别出声，等我开灯再一起说。,狡黠型笑｜期待窃笑：利用共同秘密即将揭晓，诱发压低、难以隐藏的笑。,illustrations/scene_026_surprise_party.png
为朋友准备秘密惊喜聚会：请想象你与几位朋友借用一间熟悉的房间，为一位即将到来的好友准备小型生日惊喜。对方只以为你们要普通吃饭，并已经发消息说快到门口。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,朋友站在门外，发现房间里异常安静，于是发来一段语音消息。,里面怎么这么安静？你们不会还没到吧？,狡黠型笑｜隐藏意图的坏笑：利用误导必须保持可信，诱发含秘密的笑。,illustrations/scene_026_surprise_party.png
为朋友准备秘密惊喜聚会：请想象你与几位朋友借用一间熟悉的房间，为一位即将到来的好友准备小型生日惊喜。对方只以为你们要普通吃饭，并已经发消息说快到门口。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,门把手开始转动，一位同伴差点提前笑出声，随后小声向你保证。,我知道，我知道，我会忍住的，你别一直看着我。,狡黠型笑｜会意窃笑：利用共同抑制和差点暴露，诱发默契窃笑。,illustrations/scene_026_surprise_party.png
为朋友准备秘密惊喜聚会：请想象你与几位朋友借用一间熟悉的房间，为一位即将到来的好友准备小型生日惊喜。对方只以为你们要普通吃饭，并已经发消息说快到门口。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,朋友进门后在黑暗中疑惑地停住，还没有意识到发生了什么。,有人在里面吗？怎么连灯都没有开？,狡黠型笑｜揭晓前意味深长的笑：利用掌握信息与对方迟疑，诱发吊胃口的笑。,illustrations/scene_026_surprise_party.png
为朋友准备秘密惊喜聚会：请想象你与几位朋友借用一间熟悉的房间，为一位即将到来的好友准备小型生日惊喜。对方只以为你们要普通吃饭，并已经发消息说快到门口。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,灯亮后，大家一起送上祝福。朋友从困惑中反应过来，环顾房间。,原来你们一直在准备这个！我真的完全没有想到。,愉悦型笑｜共享开怀笑：利用善意计划成功和好友的积极反应，诱发真心开怀笑。,illustrations/scene_026_surprise_party.png
